"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-04","Apr-1991","IDX","Index","0","Units","2015_100","2015=100",27.90359,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-05","May-1991","IDX","Index","0","Units","2015_100","2015=100",28.09224,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-06","Jun-1991","IDX","Index","0","Units","2015_100","2015=100",28.3537,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-07","Jul-1991","IDX","Index","0","Units","2015_100","2015=100",28.51587,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-08","Aug-1991","IDX","Index","0","Units","2015_100","2015=100",28.68797,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-09","Sep-1991","IDX","Index","0","Units","2015_100","2015=100",28.78395,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-10","Oct-1991","IDX","Index","0","Units","2015_100","2015=100",29.05865,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-11","Nov-1991","IDX","Index","0","Units","2015_100","2015=100",29.37638,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1991-12","Dec-1991","IDX","Index","0","Units","2015_100","2015=100",29.68749,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-01","Jan-1992","IDX","Index","0","Units","2015_100","2015=100",30.13098,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-02","Feb-1992","IDX","Index","0","Units","2015_100","2015=100",30.62081,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-03","Mar-1992","IDX","Index","0","Units","2015_100","2015=100",31.00142,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-04","Apr-1992","IDX","Index","0","Units","2015_100","2015=100",31.2364,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-05","May-1992","IDX","Index","0","Units","2015_100","2015=100",31.46145,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-06","Jun-1992","IDX","Index","0","Units","2015_100","2015=100",31.58391,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-07","Jul-1992","IDX","Index","0","Units","2015_100","2015=100",31.88178,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-08","Aug-1992","IDX","Index","0","Units","2015_100","2015=100",32.22598,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-09","Sep-1992","IDX","Index","0","Units","2015_100","2015=100",32.69926,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-10","Oct-1992","IDX","Index","0","Units","2015_100","2015=100",33.21888,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-11","Nov-1992","IDX","Index","0","Units","2015_100","2015=100",33.61603,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1992-12","Dec-1992","IDX","Index","0","Units","2015_100","2015=100",33.92052,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1993-01","Jan-1993","IDX","Index","0","Units","2015_100","2015=100",34.10255,,
